id,project_id,entity_type,title,summary,status,priority,owner_member_id,department_id,occurred_at,due_at,created_at,updated_at,deleted_at
BE-CLAIM-0007,PROJ-001,quality_claim,품질 클레임 CLM-00007,CUS-003 AP-SC-330 접촉 불량 15개,corrective_action,low,PM-008,DEPT-004,2026-02-01,2026-02-01,2026-02-01T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0008,PROJ-001,quality_claim,품질 클레임 CLM-00008,CUS-003 AP-SC-330 접촉 불량 135개,received,high,PM-008,DEPT-004,2026-02-22,2026-02-22,2026-02-22T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0009,PROJ-001,quality_claim,품질 클레임 CLM-00009,CUS-003 AP-SC-330 외관 손상 147개,under_analysis,high,PM-009,DEPT-004,2026-04-12,2026-04-12,2026-04-12T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0010,PROJ-001,quality_claim,품질 클레임 CLM-00010,CUS-003 AP-SC-330 작동 불량 128개,corrective_action,medium,PM-009,DEPT-004,2025-11-18,2025-11-18,2025-11-18T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0011,PROJ-001,quality_claim,품질 클레임 CLM-00011,CUS-003 AP-SC-330 외관 손상 113개,closed,low,PM-008,DEPT-004,2025-09-23,2025-09-23,2025-09-23T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0012,PROJ-001,quality_claim,품질 클레임 CLM-00012,CUS-003 AP-SC-330 외관 손상 42개,closed,high,PM-010,DEPT-004,2026-05-20,2026-05-20,2026-05-20T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0013,PROJ-001,quality_claim,품질 클레임 CLM-00013,CUS-003 AP-SC-330 작동 불량 9개,closed,high,PM-010,DEPT-004,2025-12-27,2025-12-27,2025-12-27T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0014,PROJ-001,quality_claim,품질 클레임 CLM-00014,CUS-003 AP-SC-330 외관 손상 92개,under_analysis,high,PM-010,DEPT-004,2026-03-13,2026-03-13,2026-03-13T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0015,PROJ-001,quality_claim,품질 클레임 CLM-00015,CUS-001 AP-CN-204 작동 불량 77개,received,medium,PM-008,DEPT-004,2026-05-07,2026-05-07,2026-05-07T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0016,PROJ-001,quality_claim,품질 클레임 CLM-00016,CUS-003 AP-SC-330 작동 불량 81개,received,medium,PM-008,DEPT-004,2026-01-14,2026-01-14,2026-01-14T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0017,PROJ-001,quality_claim,품질 클레임 CLM-00017,CUS-003 AP-SC-330 접촉 불량 70개,corrective_action,low,PM-009,DEPT-004,2026-03-15,2026-03-15,2026-03-15T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0018,PROJ-001,quality_claim,품질 클레임 CLM-00018,CUS-003 AP-SC-330 외관 손상 63개,under_analysis,low,PM-009,DEPT-004,2026-04-15,2026-04-15,2026-04-15T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0019,PROJ-001,quality_claim,품질 클레임 CLM-00019,CUS-001 AP-WH-220 외관 손상 103개,under_analysis,high,PM-008,DEPT-004,2025-12-01,2025-12-01,2025-12-01T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0020,PROJ-001,quality_claim,품질 클레임 CLM-00020,CUS-003 AP-SC-330 라벨 오류 167개,received,high,PM-009,DEPT-004,2026-05-28,2026-05-28,2026-05-28T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0021,PROJ-001,quality_claim,품질 클레임 CLM-00021,CUS-003 AP-SC-330 라벨 오류 49개,under_analysis,medium,PM-010,DEPT-004,2026-02-10,2026-02-10,2026-02-10T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0022,PROJ-001,quality_claim,품질 클레임 CLM-00022,CUS-003 AP-SC-330 핀 배열 불일치 81개,corrective_action,high,PM-010,DEPT-004,2025-06-30,2025-06-30,2025-06-30T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0023,PROJ-001,quality_claim,품질 클레임 CLM-00023,CUS-003 AP-CB-510 핀 배열 불일치 63개,closed,low,PM-008,DEPT-004,2026-05-06,2026-05-06,2026-05-06T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0024,PROJ-001,quality_claim,품질 클레임 CLM-00024,CUS-003 AP-CB-510 라벨 오류 63개,received,high,PM-010,DEPT-004,2026-01-07,2026-01-07,2026-01-07T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0025,PROJ-001,quality_claim,품질 클레임 CLM-00025,CUS-003 AP-SC-330 외관 손상 77개,closed,high,PM-009,DEPT-004,2025-09-12,2025-09-12,2025-09-12T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0026,PROJ-001,quality_claim,품질 클레임 CLM-00026,CUS-003 AP-SC-330 외관 손상 163개,closed,medium,PM-010,DEPT-004,2025-12-05,2025-12-05,2025-12-05T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0027,PROJ-001,quality_claim,품질 클레임 CLM-00027,CUS-003 AP-CB-510 접촉 불량 139개,under_analysis,low,PM-008,DEPT-004,2026-05-01,2026-05-01,2026-05-01T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0028,PROJ-001,quality_claim,품질 클레임 CLM-00028,CUS-003 AP-SC-330 핀 배열 불일치 129개,closed,medium,PM-009,DEPT-004,2026-03-30,2026-03-30,2026-03-30T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0029,PROJ-001,quality_claim,품질 클레임 CLM-00029,CUS-003 AP-CB-510 라벨 오류 144개,corrective_action,medium,PM-008,DEPT-004,2025-08-04,2025-08-04,2025-08-04T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0030,PROJ-001,quality_claim,품질 클레임 CLM-00030,CUS-001 AP-WH-220 핀 배열 불일치 12개,closed,high,PM-009,DEPT-004,2025-09-07,2025-09-07,2025-09-07T09:00:00,2026-06-01T09:00:00,
BE-CLAIM-0031,PROJ-001,quality_claim,품질 클레임 CLM-00031,CUS-004 AP-CB-510 quantity_mismatch 150개,in_progress,medium,PM-008,DEPT-004,2026-05-16,2026-05-16,2026-05-16T09:00:00,2026-06-01T09:00:00,
BE-NOTICE-0001,PROJ-001,supplier_notice,KET Supplier 재고 부족으로 납기 지연 가능,KET Supplier의 AP-WH-220 재고 부족으로 Hyundai Mobis Tier2 납기 지연 위험이 발생함,closed,high,PM-005,DEPT-003,2025-08-05,2025-08-29,2025-08-05T09:00:00,2026-06-01T09:00:00,
BE-NOTICE-0002,PROJ-001,supplier_notice,Yazaki Parts Asia 리드타임 8주에서 12주 증가,Yazaki Parts Asia가 AP-RL-450 리드타임을 8주에서 12주로 변경 공지함,closed,medium,PM-005,DEPT-003,2025-12-02,2026-01-10,2025-12-02T09:00:00,2026-06-01T09:00:00,
BE-NOTICE-0003,PROJ-001,supplier_notice,TE Connectivity Korea 단가 7% 인상 통보,TE Connectivity Korea가 주요 커넥터 단가 7% 인상을 통보하여 고객 단가 협상이 필요함,open,medium,PM-005,DEPT-003,2026-04-03,2026-05-02,2026-04-03T09:00:00,2026-06-01T09:00:00,
BE-NOTICE-0004,PROJ-001,supplier_notice,KET Supplier 월말 입고 분할,KET Supplier 월말 입고가 두 차례로 분할됨,closed,medium,PM-005,DEPT-003,2025-12-20,2026-01-08,2025-12-20T09:00:00,2026-06-01T09:00:00,
BE-NOTICE-0005,PROJ-001,supplier_notice,분기 공급사 평가 자료 취합,"분기 공급사 납기, 품질, 단가 변동 데이터를 취합함",closed,low,PM-005,DEPT-003,2026-04-18,2026-04-30,2026-04-18T09:00:00,2026-06-01T09:00:00,
BE-APPROVAL-0001,PROJ-001,approval_request,승인 요청: Hyundai Mobis Tier2 긴급 항공 이송,Hyundai Mobis Tier2 납기 대응을 위해 AP-TM-118 일부 수량을 항공 긴급 이송함,closed,high,PM-002,DEPT-001,2026-02-06,2026-02-19,2026-02-06T09:00:00,2026-06-01T09:00:00,
BE-APPROVAL-0002,PROJ-001,approval_request,승인 요청: TE Connectivity Korea 단가 7% 인상 통보,TE Connectivity Korea가 주요 커넥터 단가 7% 인상을 통보하여 고객 단가 협상이 필요함,open,medium,PM-002,DEPT-001,2026-04-03,2026-05-02,2026-04-03T09:00:00,2026-06-01T09:00:00,
BE-APPROVAL-0003,PROJ-001,approval_request,승인 요청: 박서연 담당 고객 인수인계 준비,박서연 담당 Hyundai Mobis Tier2와 Daesung Automotive 업무 일부를 이민재에게 인수인계해야 함,open,high,PM-002,DEPT-001,2026-05-12,2026-06-01,2026-05-12T09:00:00,2026-06-01T09:00:00,
BE-APPROVAL-0004,PROJ-001,approval_request,승인 요청: Local Cable Works 대체품 승인 검토,센서 케이블 대체 출하 가능성을 검토함,closed,medium,PM-002,DEPT-001,2025-10-11,2025-10-25,2025-10-11T09:00:00,2026-06-01T09:00:00,
